src_bytes,service,dst_bytes,flag,diff_srv_rate,same_srv_rate,class
848,smtp,325,SF,0,1,normal
811,smtp,333,SF,0,1,normal
0,link,0,S0,0.06,0.03,neptune
105,private,147,SF,0,1,normal
297,http,260,SF,0,1,normal
104,telnet,2689,SF,0,1,normal
0,private,0,REJ,1,0.01,satan
47,smtp,283,SF,0,1,normal
0,remote_job,0,RSTR,0,1,portsweep
0,name,0,S0,0.05,0.06,neptune
1324,smtp,330,SF,0,1,normal
516,other,4,SF,0,1,normal
0,auth,0,S0,0.06,0.03,neptune
0,private,0,S0,0.07,0.04,neptune
0,private,0,S0,0.06,0.05,neptune
0,kshell,0,REJ,0.06,0.12,neptune
320,http,1038,SF,0,1,normal
520,ecr_i,0,SF,0,1,smurf
36,domain_u,101,SF,0,1,normal
0,http_443,0,REJ,0.07,0.04,neptune
0,http,0,REJ,0,1,normal
0,ftp,0,S0,0.06,0.07,neptune
7422,ftp_data,0,SF,0,1,normal
0,telnet,0,S0,0.06,0.06,neptune
196,http,578,SF,0,1,normal
0,private,0,S0,0.05,0.03,neptune
162,telnet,13628,SF,0,1,normal
1,private,0,SF,0.42,0.17,satan
206,http,383,SF,0,1,normal
0,netstat,0,S0,0.05,0.04,neptune
44,domain_u,135,SF,0,1,normal
0,private,0,S0,0.05,0.1,neptune
8,eco_i,0,SF,0,1,ipsweep
44,domain_u,125,SF,0,1,normal
8,eco_i,0,SF,0,1,ipsweep
1734,smtp,513,SF,0,1,normal
30,domain_u,0,SF,0,1,normal
46,domain_u,136,SF,0.02,0.99,normal
166,http,426,SF,0,1,normal
0,http_443,0,REJ,0.07,0.07,neptune
8,eco_i,0,SF,0,1,ipsweep
8,eco_i,0,SF,0,1,ipsweep
0,private,0,S0,0.06,0.1,neptune
0,http,0,REJ,0,1,normal
0,private,0,REJ,0.06,0.2,neptune
0,csnet_ns,0,REJ,0.08,0.01,neptune
0,private,0,S0,0.05,0.09,neptune
766,smtp,323,SF,0,1,normal
183,urp_i,0,SF,1,0.5,normal
209,http,1856,SF,0,1,normal
0,private,0,REJ,1,0.5,portsweep
1735,telnet,2766,SF,0,1,buffer_overflow
222,http,1150,SF,0,1,normal
0,private,0,S0,0.06,0.19,neptune
0,csnet_ns,0,S0,0.05,0.07,neptune
219,http,1262,SF,0,1,normal
146,other,105,SF,0,1,normal
207,http,25494,SF,0,1,normal
0,private,0,S0,0.06,0.06,neptune
0,efs,0,S0,0.06,0.12,neptune
8,eco_i,0,SF,0,1,nmap
183,urp_i,0,SF,1,0.5,normal
328,http,927,SF,0,1,normal
1393,smtp,282,SF,0,1,normal
183,urp_i,0,SF,0.22,0.89,normal
1081,ftp,3081,SF,0,1,normal
0,http,0,REJ,0,1,normal
236,http,614,SF,0,1,normal
0,private,0,S0,0.06,0.05,neptune
0,private,0,S0,0.05,0.05,neptune
0,private,0,REJ,0.06,0.14,neptune
0,private,0,REJ,0.06,0.03,neptune
28,private,0,SF,0,1,teardrop
0,http,0,REJ,0,1,normal
224,http,722,SF,0,1,normal
304,http,3963,SF,0,1,normal
296,http,373,SF,0,1,normal
495,ftp_data,0,SF,0,1,normal
233,http,2330,SF,0,1,normal
0,ftp_data,0,S0,0.06,0.43,neptune
151,ftp_data,0,SF,0,1,normal
0,private,0,S0,0.08,0.04,neptune
213,http,1721,SF,0,1,normal
0,private,0,RSTR,0,1,portsweep
0,private,0,S0,0.06,0.01,neptune
0,netbios_ssn,0,S0,0.06,0.1,neptune
44,domain_u,134,SF,0,1,normal
0,mtp,0,S0,0.04,0.02,neptune
14,auth,39,SF,0,1,normal
408,http,4158,SF,0,1,normal
196,ftp,644,SF,0,1,normal
46,domain_u,46,SF,0.33,0.33,normal
20,ftp_data,0,SF,0,1,normal
806,smtp,327,SF,0,1,normal
46,domain_u,131,SF,0,1,normal
337,http,16813,SF,0,1,normal
0,courier,0,REJ,0.07,0.07,neptune
0,private,0,S0,0.06,0.07,neptune
0,finger,0,S0,0.06,0.52,neptune
44,domain_u,89,SF,0,1,normal
0,ldap,0,S0,0.06,0.04,neptune
0,vmnet,0,S0,0.06,0.12,neptune
0,uucp,0,S0,0.07,0.1,neptune
0,Z39_50,0,REJ,0.07,0.02,neptune
279,http,296,SF,0,1,normal
7,finger,141,SF,0,1,normal
0,telnet,0,S0,0.12,0.22,neptune
45,domain_u,76,SF,0,1,normal
0,gopher,0,S0,0.06,0.03,neptune
0,private,0,S0,0.07,0.09,neptune
219,http,365,SF,0,1,normal
34,domain_u,94,SF,0.25,0.75,normal
15722,ftp_data,0,SF,0,1,normal
1,private,0,SF,0,1,satan
0,private,0,REJ,0.06,0.23,neptune
317,http,526,SF,0,1,normal
0,kshell,0,REJ,0.07,0.02,neptune
1084,ftp,3081,SF,0,1,normal
0,http,0,S0,0,1,neptune
45,domain_u,131,SF,0,1,normal
236,http,289,SF,0,1,normal
8,finger,0,SF,0,1,normal
0,mtp,0,S0,0.05,0.08,neptune
316,http,6967,SF,0,1,normal
0,systat,0,SH,0,1,nmap
281,http,8818,SF,0,1,normal
329,http,302,SF,0,1,normal
0,sunrpc,0,S0,0.06,0.04,neptune
187,http,5276,SF,0,1,normal
0,ftp_data,0,S0,0.07,0.28,neptune
1,private,0,SF,0.1,0.48,satan
8,eco_i,0,SF,0,1,ipsweep
219,http,1844,SF,0,1,normal
336,http,1374,SF,0,1,normal
0,http,0,REJ,0,1,normal
0,nntp,0,S0,0.06,0.08,neptune
0,telnet,0,S0,0.08,0.23,neptune
1830,ftp_data,0,SF,0,1,normal
0,private,0,S0,0.07,0.01,neptune
224,http,1030,SF,0,1,normal
303,http,297,SF,0,1,normal
0,private,0,S0,0.06,0.06,neptune
0,http,0,REJ,0,1,normal
44,domain_u,84,SF,0,1,normal
623,telnet,2492,RSTR,0,1,normal
0,kshell,0,REJ,0.06,0.15,neptune
238,ftp,767,SF,0,1,normal
0,private,0,S0,0.06,0.05,neptune
0,private,0,S0,0.06,0.06,neptune
45,domain_u,77,SF,0,1,normal
0,private,0,S0,0.06,0.04,neptune
0,link,0,S0,0.05,0.07,neptune
0,supdup,0,S0,0.06,0.01,neptune
0,login,0,S0,0.07,0.13,neptune
297,http,1533,SF,0,1,normal
0,other,0,REJ,1,0,satan
1032,ecr_i,0,SF,0,1,smurf
54540,http,8314,SF,0,1,back
0,imap4,0,SH,0,1,nmap
520,ecr_i,0,SF,0,1,smurf
28,private,0,SF,0,1,teardrop
311,http,4768,SF,0,1,normal
516,other,4,SF,0,1,normal
71,ftp_data,0,SF,0,1,normal
0,ssh,0,REJ,0.06,0.07,neptune
0,ftp_data,0,S0,0.05,0.08,neptune
0,name,0,REJ,0.07,0.04,neptune
334,ftp_data,0,SF,0,1,warezclient
105,private,147,SF,0,1,normal
301,http,16239,SF,0,1,normal
258,http,1952,SF,0,1,normal
0,private,0,REJ,0.06,0.06,neptune
325,http,2794,SF,0,1,normal
0,private,0,S0,0.05,0.45,neptune
295,http,310,SF,0,1,normal
0,other,0,REJ,1,0,satan
0,private,0,S0,0.06,0.13,neptune
334,ftp_data,0,SF,0,1,warezclient
0,login,0,S0,0.05,0.2,neptune
315,http,1425,SF,0,1,normal
1182,smtp,329,SF,0,1,normal
105,private,147,SF,0,1,normal
44,domain_u,44,SF,0,1,normal
8,eco_i,0,SF,0,1,ipsweep
389,http,858,SF,0,1,normal
0,courier,0,S0,0.06,0.09,neptune
0,ftp_data,0,S0,0.17,0.75,neptune
0,private,0,S0,0.06,0.06,neptune
243,http,274,SF,0,1,normal
0,private,0,S0,0.06,0.07,neptune
0,csnet_ns,0,S0,0.07,0.08,neptune
145,http,1691,SF,0,1,normal
0,ftp_data,0,S0,0.05,0.08,neptune
146,other,0,SF,0,1,normal
0,name,0,REJ,0.07,0.04,neptune
44,domain_u,134,SF,0.01,0.99,normal
211,http,5565,SF,0,1,normal
105,private,146,SF,0,1,normal
4316,ftp_data,0,SF,0,1,normal
44,domain_u,127,SF,0,1,normal
501760,ftp_data,0,SF,0,1,normal
0,private,0,S0,0.06,0.09,neptune
1440,ftp,4145,SF,0,1,normal
1001,smtp,332,SF,0,1,normal
0,csnet_ns,0,S0,0.06,0.05,neptune
45,domain_u,137,SF,0,1,normal
208,http,260,SF,0,1,normal
379,http,608,SF,0,1,normal
334,http,334,SF,0,1,normal
224,http,1538,SF,0,1,normal
0,link,0,S0,0.05,0.09,neptune
0,iso_tsap,0,S0,0.06,0.01,neptune
0,http_443,0,S0,0.07,0.06,neptune
218,http,3049,SF,0,1,normal
0,private,0,S0,0.06,0.13,neptune
0,X11,0,REJ,1,0.5,normal
261,http,434,SF,0,1,normal
164,http,2299,SF,0,1,normal
0,http,0,REJ,0,1,normal
1,private,0,RSTR,0,1,portsweep
363,http,6956,SF,0,1,normal
0,private,0,S0,0.06,0.04,neptune
520,ecr_i,0,SF,0,1,smurf
0,http,0,S0,0.08,0.32,neptune
8,finger,170,SF,0,1,normal
159,http,10413,SF,0,1,normal
1,private,0,RSTR,0,1,portsweep
227,http,1546,SF,0,1,normal
243,http,4390,SF,0,1,normal
44,domain_u,113,SF,0,1,normal
213,http,17173,SF,0,1,normal
300,http,1451,SF,0,1,normal
18,eco_i,0,SF,0,1,ipsweep
0,name,0,S0,0.06,0.02,neptune
0,private,0,REJ,0.06,0.07,neptune
44,domain_u,131,SF,0,1,normal
3253,smtp,414,SF,0,1,normal
0,private,0,S0,0.07,0.02,neptune
217,http,1718,SF,0,1,normal
1032,ecr_i,0,SF,0,1,smurf
59,ftp_data,0,SF,0,1,normal
103,domain_u,0,SF,0,1,normal
0,private,0,REJ,0.06,0.1,neptune
0,echo,0,S0,0.06,0.02,neptune
147,other,105,SF,0,1,normal
516,other,4,SF,0,1,normal
85,urp_i,0,SF,0.29,0.14,normal
235,http,1211,SF,0,1,normal
338,http,5507,SF,0,1,normal
0,private,0,REJ,0,1,ipsweep
218,http,1738,SF,0,1,normal
0,Z39_50,0,REJ,0.07,0.03,neptune
0,private,0,S0,0.07,0.04,neptune
233,http,6329,SF,0,1,normal
0,http,0,REJ,0,1,normal
0,http,0,S0,0.06,0.03,neptune
100,private,0,SF,0,1,nmap
0,http,0,REJ,0,1,normal
317,http,807,SF,0,1,normal
44,domain_u,127,SF,0,1,normal
0,http,0,S0,0,1,normal
43,domain_u,109,SF,0,1,normal
0,gopher,0,S0,0.06,0.04,neptune
0,gopher,0,S0,0.05,0.08,neptune
0,sunrpc,0,S0,0.07,0.06,neptune
44,domain_u,77,SF,0,1,normal
399,http,5251,SF,0,1,normal
0,telnet,0,S0,0.05,0.19,neptune
1147,smtp,328,SF,0,1,normal
1,private,0,SF,0.02,0.92,satan
0,link,0,S0,0.08,0.04,neptune
8,eco_i,0,SF,0,1,nmap
44,domain_u,75,SF,0,1,normal
44,domain_u,80,SF,0,1,normal
44,domain_u,110,SF,0,1,normal
200,http,2536,SF,0,1,normal
247,http,1656,SF,0,1,normal
0,mtp,0,REJ,0.07,0.05,neptune
9,finger,317,SF,0,1,normal
0,private,0,REJ,0.07,0.05,neptune
331,http,8541,SF,0,1,normal
0,private,0,S0,0.07,0.13,neptune
0,login,0,S0,0.04,0.14,neptune
0,auth,0,S0,0.06,0.03,neptune
728,smtp,328,SF,0,1,normal
231,http,346,SF,0,1,normal
287,http,420,SF,0,1,normal
205,http,3156,SF,0,1,normal
0,private,0,RSTR,0.5,0.01,portsweep
0,http,0,REJ,0,1,normal
0,domain,0,S0,0.07,0.01,neptune
0,private,0,S0,0.06,0.04,neptune
7,finger,222,SF,0,1,normal
0,netstat,0,S0,0.07,0,neptune
44,domain_u,77,SF,0,1,normal
8,eco_i,0,SF,0,1,nmap
383,ftp_data,0,SF,0,1,normal
160,http,1991,SF,0,1,normal
0,private,0,S0,0.06,0.02,neptune
310,http,290,SF,0,1,normal
0,exec,0,S0,0.25,0.08,neptune
0,sunrpc,0,S0,0.07,0.06,neptune
0,sunrpc,0,S0,0.05,0.02,neptune
236,http,1185,SF,0,1,normal
1046,smtp,374,SF,0,1,normal
0,private,0,S0,0.06,0.06,neptune
0,shell,0,RSTO,0.07,0.08,neptune
46,domain_u,46,SF,0,1,normal
0,name,0,REJ,0.07,0.06,neptune
1032,ecr_i,0,SF,0,1,smurf
794,smtp,280,SF,0,1,normal
0,private,0,S0,0.04,0.07,neptune
45,domain_u,136,SF,0,1,normal
1139,ftp_data,0,SF,0,1,normal
194,ftp_data,0,SF,0,1,normal
0,kshell,0,S0,0.05,0.23,neptune
315,http,13591,SF,0,1,normal
215,http,2084,SF,0,1,normal
234,http,8116,SF,0,1,normal
0,whois,0,REJ,0.06,0.05,neptune
800,smtp,388,SF,0,1,normal
54540,http,8314,SF,0,1,back
245,ftp_data,0,SF,0,1,normal
0,private,0,SH,0,1,nmap
327,http,2904,SF,0,1,normal
105,private,145,SF,0,1,normal
0,private,0,REJ,0.07,0.06,neptune
147,other,0,SF,0,1,normal
1064,ftp,3081,SF,0,1,normal
0,private,0,S0,0.08,0.03,neptune
0,hostnames,0,S0,0.05,0.05,neptune
965,ftp_data,0,SF,0,1,normal
196,http,11232,SF,0,1,normal
10,finger,419,SF,0,1,normal
0,private,0,RSTR,0,1,portsweep
305,http,3222,SF,0,1,normal
0,http,0,REJ,0,1,normal
8,eco_i,0,SF,0,1,ipsweep
0,imap4,0,REJ,0.07,0.05,neptune
233,http,1075,SF,0,1,normal
201,http,2435,SF,0,1,normal
283,ftp,903,SF,0,1,normal
0,private,0,S0,0.06,0.06,neptune
0,private,0,S0,0.06,0.08,neptune
217,http,864,SF,0,1,normal
78,urp_i,0,SF,0.1,0.29,normal
317,http,1637,SF,0,1,normal
15876,ftp_data,0,SF,0,1,normal
0,ftp_data,0,S0,0.06,0.08,neptune
46,domain_u,46,SF,0,1,normal
0,whois,0,S0,0.08,0.02,neptune
172,http,6924,SF,0,1,normal
485,telnet,17096,SF,0,1,normal
46,domain_u,130,SF,0,1,normal
105,private,147,SF,0,1,normal
155,http,6536,SF,0,1,normal
5924,smtp,335,SF,0,1,normal
218,http,6459,SF,0,1,normal
0,private,0,S0,0.07,0.09,neptune
311,http,1667,SF,0,1,normal
274,http,2345,SF,0,1,normal
212,http,760,SF,0,1,normal
240,http,289,SF,0,1,normal
1174,smtp,324,SF,0,1,normal
1336,smtp,339,SF,0,1,normal
0,csnet_ns,0,REJ,0.06,0.06,neptune
0,uucp_path,0,S0,0.05,0.1,neptune
0,private,0,S0,0.07,0.07,neptune
0,mtp,0,S0,0.05,0.11,neptune
220,http,3270,SF,0,1,normal
146,other,105,SF,0,1,normal
293,http,1193,SF,0,1,normal
0,http,0,REJ,0,1,normal
33,domain_u,95,SF,0,1,normal
11371,smtp,1430,SF,0,1,normal
0,telnet,0,S0,0.06,0.02,neptune
46,domain_u,75,SF,0,1,normal
0,http,0,REJ,0,1,normal
0,echo,0,RSTO,0.07,0.02,neptune
243,http,15374,SF,0,1,normal
43,domain_u,75,SF,0,1,normal
1930,smtp,283,SF,0,1,normal
0,ftp_data,0,S0,0.05,0.04,neptune
832,ftp_data,0,SF,1,0.5,warezclient
8,eco_i,0,SF,0,1,ipsweep
0,other,0,S0,1,0,satan
1032,ecr_i,0,SF,0,1,smurf
0,private,0,S0,0.06,0.01,neptune
276,ftp_data,0,SF,0,1,normal
304,http,1463,SF,0,1,normal
217,http,1470,SF,0,1,normal
1137,smtp,344,SF,0,1,normal
253,http,327,SF,0,1,normal
230,http,345,SF,0,1,normal
218,http,307,SF,0,1,normal
0,private,0,REJ,1,0.01,satan
641,ftp_data,0,SF,0,1,normal
1388,smtp,340,SF,0,1,normal
242,http,641,SF,0,1,normal
1032,ecr_i,0,SF,0,1,smurf
324,http,1049,SF,0,1,normal
0,Z39_50,0,S0,0.07,0.01,neptune
54540,http,8314,SF,0,1,back
30,domain_u,30,SF,0,1,normal
244,http,453,SF,0,1,normal
215,http,871,S3,0,1,normal
0,Z39_50,0,S0,0.06,0.07,neptune
332,http,4714,SF,0,1,normal
225,http,1024,SF,0,1,normal
0,uucp,0,RSTO,0.07,0.11,neptune
283,http,1995,SF,0,1,normal
7,finger,0,SF,0,1,normal
0,login,0,S0,0.05,0.08,neptune
0,other,0,REJ,1,0,satan
0,private,0,S0,0.06,0.14,neptune
43,domain_u,75,SF,0,1,normal
0,nnsp,0,REJ,0,1,portsweep
0,http,0,S0,0.67,0.67,neptune
234,http,4797,SF,0,1,normal
0,http,0,REJ,0,1,normal
0,private,0,S0,0.05,0.11,neptune
284,http,517,SF,0,1,normal
1,ftp,0,RSTR,0,1,portsweep
44,domain_u,137,SF,0,1,normal
0,private,0,REJ,0.06,0.12,neptune
8,eco_i,0,SF,0,1,ipsweep
0,uucp,0,S0,0.06,0.05,neptune
105,private,147,SF,0,1,normal
1,private,0,RSTR,0,1,portsweep
324,http,1215,SF,0,1,normal
832,smtp,330,SF,0,1,normal
231,http,2350,SF,0,1,normal
0,nnsp,0,S0,0.07,0.07,neptune
217,http,6690,SF,0,1,normal
45,domain_u,70,SF,0.01,0.99,normal
2904,IRC,8282,RSTR,0,1,normal
0,link,0,S0,0.06,0.06,neptune
0,private,0,S0,0.06,0.06,neptune
1032,ecr_i,0,SF,0,1,smurf
2836,smtp,406,SF,0,1,normal
323,http,1261,SF,0,1,normal
1383,smtp,326,SF,0,1,normal
18,eco_i,0,SF,0,1,ipsweep
244,http,458,SF,0,1,normal
46,domain_u,138,SF,0.01,0.99,normal
0,private,0,REJ,1,0,satan
0,sunrpc,0,S0,0.06,0.03,neptune
126,telnet,179,RSTO,0,1,guess_passwd
774,smtp,332,SF,0,1,normal
0,other,0,REJ,1,0,satan
294,http,2099,SF,0,1,normal
0,bgp,0,S0,0.06,0.13,neptune
0,auth,0,S0,0.05,0.02,neptune
0,telnet,0,S0,0.22,0.89,neptune
0,time,0,S0,0.07,0.01,neptune
0,csnet_ns,0,S0,0.06,0.08,neptune
0,courier,0,S0,0.05,0.16,neptune
244,http,618,SF,0,1,normal
242,http,4401,SF,0,1,normal
0,http,0,REJ,0,1,normal
233,http,9678,SF,0,1,normal
234,http,2698,SF,0,1,normal
0,imap4,0,S0,0.06,0.03,neptune
185,http,1923,SF,0,1,normal
319,http,1188,SF,0,1,normal
282,http,1761,SF,0,1,normal
214,http,811,SF,0,1,normal
182,urp_i,0,SF,1,0.5,normal
105,private,147,SF,0.22,0.22,normal
300,http,3960,SF,0,1,normal
0,private,0,REJ,0.07,0.13,neptune
854,ftp_data,0,SF,0,1,normal
0,netbios_ssn,0,S0,0.08,0.02,neptune
0,link,0,S0,0.07,0.06,neptune
1032,ecr_i,0,SF,0,1,smurf
520,ecr_i,0,SF,0,1,smurf
0,vmnet,0,S0,0.07,0.02,neptune
0,private,0,S0,0.07,0.02,neptune
0,finger,0,S0,0.17,0.39,neptune
0,iso_tsap,0,S0,0.07,0.06,neptune
192,ftp_data,0,SF,0,1,normal
259,http,275,SF,0,1,normal
1941,smtp,338,SF,0,1,normal
0,netstat,0,S0,0.06,0.04,neptune
0,ftp_data,0,S0,0.05,0.24,neptune
0,Z39_50,0,S0,0.07,0.06,neptune
0,ctf,0,REJ,0.07,0.03,neptune
226,http,5866,SF,0,1,normal
302,http,4199,SF,0,1,normal
297,http,2794,SF,0,1,normal
1345,smtp,332,SF,0,1,normal
181,urp_i,0,SF,1,0.5,normal
0,private,0,S0,0.06,0.03,neptune
295,http,851,SF,0,1,normal
217,http,331,SF,0,1,normal
43,domain_u,71,SF,0,1,normal
0,whois,0,REJ,0.07,0.05,neptune
0,discard,0,S0,0.06,0.03,neptune
0,bgp,0,S0,0.08,0.08,neptune
0,private,0,S0,0.06,0.14,neptune
18,eco_i,0,SF,0,1,ipsweep
5131424,ftp_data,0,SF,0,1,warezclient
779,smtp,330,SF,0,1,normal
222,http,1215,SF,0,1,normal
46,domain_u,46,SF,0,1,normal
0,private,0,S0,0.05,0.16,neptune
0,private,0,S0,0.06,0.07,neptune
352,http,1973,SF,0,1,normal
241,http,2107,SF,0,1,normal
30,ecr_i,0,SF,0,1,normal
27,domain_u,87,SF,0,1,normal
0,courier,0,REJ,0.07,0.06,neptune
0,private,0,S0,0.06,0.06,neptune
2194619,ftp_data,0,SF,0,1,normal
617,smtp,335,SF,0,1,normal
0,private,0,S0,0.06,0.03,neptune
1,private,0,SF,0.09,0.13,satan
225,http,1820,SF,0,1,normal
245,ftp_data,0,SF,0,1,normal
523,smtp,331,SF,0,1,normal
0,csnet_ns,0,S0,0.14,0.23,neptune
178,http,748,SF,0,1,normal
105,private,147,SF,0,1,normal
352,http,40898,SF,0,1,normal
0,systat,0,S0,0.06,0.01,neptune
0,other,0,REJ,0.96,0,satan
218,http,573,SF,0,1,normal
196,http,22793,S2,0,1,normal
520,ecr_i,0,SF,0,1,smurf
1,private,0,SF,0.08,0.85,satan
277,http,31812,SF,0,1,normal
0,netbios_dgm,0,S0,0.06,0.02,neptune
1951,smtp,336,SF,1,0.5,normal
46,domain_u,77,SF,0,1,normal
332,http,1464,SF,0,1,normal
246,http,11868,SF,0,1,normal
0,telnet,0,S0,0,1,neptune
45,domain_u,129,SF,0,1,normal
0,private,0,S0,0.06,0.01,neptune
0,other,0,REJ,1,0,satan
192,ftp_data,0,SF,0,1,normal
0,private,0,S0,0.06,0.04,neptune
237,http,370,SF,0,1,normal
150,http,15388,SF,0,1,normal
0,private,0,S0,0.06,0.03,neptune
283,http,28441,SF,0,1,normal
289,http,280,SF,0,1,normal
0,uucp_path,0,S0,0.07,0.05,neptune
0,netbios_ns,0,S0,0.06,0.06,neptune
0,private,0,S0,0.07,0.01,neptune
28,private,0,SF,0.03,0.98,teardrop
932,ftp,2720,SF,0,1,normal
257,http,2780,SF,0,1,normal
0,discard,0,S0,0.06,0.07,neptune
0,csnet_ns,0,S0,0.06,0.01,neptune
0,telnet,0,S0,0.19,0.1,neptune
192,ftp_data,0,SF,0,1,normal
348,http,314,SF,0,1,normal
0,nnsp,0,REJ,0.08,0.13,neptune
477,http,350,SF,0,1,normal
208,http,1918,SF,0,1,normal
220,http,846,SF,0,1,normal
0,iso_tsap,0,S0,0.05,0.06,neptune
1032,ecr_i,0,SF,0,1,smurf
0,private,0,S0,0.06,0.12,neptune
207,http,340,SF,0,1,normal
0,private,0,S0,0.05,0.03,neptune
188,http,171,SF,0,1,normal
1703,smtp,334,SF,0,1,normal
0,private,0,S0,0.06,0.09,neptune
1032,ecr_i,0,SF,0,1,smurf
370,http,1232,SF,0,1,normal
43,domain_u,70,SF,0.01,0.99,normal
95,ftp_data,0,SF,0,1,normal
296,http,11509,SF,0,1,normal
54540,http,8314,SF,0,1,back
295,http,1159,SF,0,1,normal
8,eco_i,0,SF,0,1,ipsweep
225,http,3191,SF,0,1,normal
0,private,0,RSTR,0,1,portsweep
292,http,269,SF,0,1,normal
191,http,378,SF,0,1,normal
305,http,502,SF,0,1,normal
8,eco_i,0,SF,0,1,ipsweep
335,http,353,SF,0,1,normal
1,other,0,RSTR,0,1,portsweep
0,imap4,0,S0,0.05,0.03,neptune
334,http,398,SF,0,1,normal
0,private,0,S0,0.06,0.05,neptune
1284,smtp,322,SF,0,1,normal
0,private,0,REJ,1,0.01,satan
254,http,560,SF,0,1,normal
0,private,0,RSTR,0,1,portsweep
1032,ecr_i,0,SF,0,1,smurf
249,http,911,SF,0,1,normal
1032,ecr_i,0,SF,0,1,smurf
0,private,0,S0,0.06,0.03,neptune
36,domain_u,0,SF,0,1,normal
0,gopher,0,REJ,0.07,0.06,neptune
144,http,31220,SF,0,1,normal
345,http,7396,SF,0,1,normal
295,http,275,SF,0,1,normal
0,gopher,0,REJ,0.06,0.04,neptune
0,http,0,REJ,0,1,normal
387,http,716,SF,0,1,normal
0,http,0,S0,0.09,0.37,neptune
243,http,2015,SF,0,1,normal
338,http,1585,SF,0,1,normal
30,ecr_i,0,SF,0,1,normal
0,exec,0,S0,0.07,0.24,neptune
210,http,1792,SF,0,1,normal
0,iso_tsap,0,S0,0.06,0.06,neptune
0,telnet,0,S0,0.5,0.12,neptune
266,http,1287,SF,0,1,normal
1463,ftp,4152,SF,0,1,normal
342,ftp,1063,SF,0,1,normal
0,ldap,0,S0,0.06,0.14,neptune
217,http,307,SF,0,1,normal
7,finger,0,SF,0,1,normal
0,imap4,0,S0,0.05,0.04,neptune
0,sql_net,0,S0,0.07,0.07,neptune
322,http,8095,SF,0,1,normal
294,http,1600,SF,0,1,normal
43,domain_u,145,SF,0,1,normal
44,domain_u,131,SF,0,1,normal
287,http,1284,SF,0,1,normal
45,domain_u,75,SF,0,1,normal
0,private,0,S0,0.06,0.03,neptune
44,domain_u,70,SF,0.01,1,normal
383,ftp_data,0,SF,0,1,normal
0,daytime,0,S0,0.06,0.02,neptune
401,http,0,S2,0,1,normal
44,domain_u,133,SF,0.01,1,normal
210,http,5265,SF,0,1,normal
0,login,0,S0,0.06,0.12,neptune
0,private,0,S0,1,0,satan
44,domain_u,129,SF,0,1,normal
0,supdup,0,S0,0.06,0.02,neptune
146,other,105,SF,0,1,normal
345,http,5645,SF,0,1,normal
0,csnet_ns,0,S0,0.06,0.03,neptune
0,netbios_dgm,0,S0,0.07,0.02,neptune
0,private,0,REJ,0,1,ipsweep
0,private,0,SH,0,1,nmap
1049,smtp,325,SF,0,1,normal
0,private,0,S0,0.14,0.14,neptune
0,nnsp,0,S0,0.05,0.09,neptune
0,private,0,S0,0.05,0.1,neptune
0,private,0,REJ,0.06,0.15,neptune
242,http,2551,SF,0,1,normal
0,finger,0,S0,0.06,0.28,neptune
0,courier,0,S0,0.06,0.02,neptune
371,http,336,SF,0,1,normal
0,http,0,S0,0.1,0.28,neptune
245,ftp_data,0,SF,0,1,normal
10,finger,226,SF,0,1,normal
1032,ecr_i,0,SF,0,1,smurf
1,private,0,SF,0.12,0.24,satan
16787,ftp_data,0,SF,0,1,normal
0,private,0,S0,0.06,0.07,neptune
209,http,2229,SF,0,1,normal
326,http,41144,SF,0,1,normal
0,private,0,S0,0.17,0.04,neptune
0,exec,0,S0,0.06,0.08,neptune
0,private,0,S0,0.06,0.08,neptune
0,finger,0,S0,0.13,0.4,neptune
0,private,0,S0,0.06,0.01,neptune
8760,other,0,S1,0.71,0.14,normal
0,private,0,S0,0.06,0,neptune
0,http,0,REJ,0,1,normal
0,discard,0,S0,0.06,0.03,neptune
12,ftp_data,0,SF,0,1,normal
0,private,0,REJ,1,0.01,satan
254,http,9877,SF,0,1,normal
234,http,42785,S2,0,1,normal
30,eco_i,0,SF,0,1,normal
0,name,0,S0,0.06,0.02,neptune
768,smtp,333,SF,0,1,normal
0,imap4,0,REJ,0.06,0.01,neptune
312,http,1000,SF,0,1,normal
0,efs,0,S0,0.07,0.18,neptune
0,private,0,S0,0.05,0.07,neptune
0,private,0,RSTR,0,1,portsweep
0,http,0,REJ,0,1,normal
0,private,0,S0,0.06,0.07,neptune
0,supdup,0,S0,0.06,0.11,neptune
0,private,0,S0,0.06,0.12,neptune
45,domain_u,76,SF,0,1,normal
0,http,0,REJ,0,1,normal
1342,ftp_data,0,SF,0,1,normal
267,http,1503,SF,0,1,normal
0,kshell,0,REJ,0.06,0.01,neptune
0,klogin,0,S0,0.05,0.13,neptune
854,ftp_data,0,SF,0,1,normal
501760,ftp_data,0,SF,0,1,normal
0,other,0,REJ,1,0,satan
639,smtp,327,SF,0,1,normal
225,http,293,SF,0,1,normal
226,http,4624,SF,0,1,normal
0,netbios_dgm,0,S0,0.06,0.02,neptune
0,supdup,0,S0,0.07,0.04,neptune
0,telnet,0,S0,0,1,neptune
316,http,2472,SF,0,1,normal
0,kshell,0,S0,0.14,0.27,neptune
0,ctf,0,S0,0.06,0.07,neptune
0,systat,0,S0,0.05,0.09,neptune
180,http,15340,SF,0,1,normal
0,Z39_50,0,REJ,0.08,0.03,neptune
